,publishing_day,publishing_hour,days_to_trending,title_length,category_name
3406,Wed,23,2,42,Comedy
3407,Wed,20,2,18,Comedy
3408,Thu,8,1,59,Entertainment
3409,Thu,11,1,42,Entertainment
3410,Thu,16,1,66,Howto & Style
3411,Wed,23,2,20,Entertainment
3412,Wed,12,2,42,Music
3413,Wed,12,2,44,News & Politics
3414,Wed,20,2,72,Comedy
3415,Wed,23,2,49,People & Blogs
3416,Thu,21,1,46,Comedy
3417,Tue,21,3,38,Science & Technology
3418,Thu,18,1,20,Comedy
3419,Thu,2,1,39,Entertainment
3420,Thu,16,1,32,Pets & Animals
3421,Wed,17,2,33,People & Blogs
3422,Wed,11,2,41,News & Politics
3423,Thu,14,1,66,Entertainment
3424,Wed,22,2,68,Music
3425,Thu,0,1,72,Pets & Animals
3426,Thu,4,1,58,Comedy
3427,Thu,16,1,40,Autos & Vehicles
3428,Wed,22,2,58,Education
3429,Thu,14,1,22,Education
3430,Thu,2,1,79,People & Blogs
3431,Wed,18,2,70,Entertainment
3432,Thu,1,1,47,Entertainment
3433,Wed,21,2,54,Entertainment
3434,Thu,16,1,19,Music
3435,Wed,2,2,53,Entertainment
3436,Thu,16,1,70,Gaming
3437,Wed,7,2,66,Entertainment
3438,Tue,21,3,54,Film & Animation
3439,Wed,11,2,61,Entertainment
3440,Tue,16,3,72,Sports
3441,Thu,13,1,43,Science & Technology
3442,Thu,18,1,53,News & Politics
3443,Thu,18,1,37,Entertainment
3444,Wed,0,2,64,Entertainment
3445,Wed,18,2,51,Entertainment
3446,Tue,19,3,79,Entertainment
3447,Tue,18,3,26,Film & Animation
3448,Tue,17,3,51,Film & Animation
3449,Thu,3,1,48,Science & Technology
3450,Thu,20,1,42,News & Politics
3451,Wed,2,2,52,Sports
3452,Thu,15,1,42,People & Blogs
3453,Tue,17,3,52,Comedy
3454,Wed,15,2,50,Entertainment
3455,Thu,16,1,25,Howto & Style
3456,Wed,19,2,45,People & Blogs
3457,Wed,8,2,99,Film & Animation
3458,Thu,16,1,65,Entertainment
3459,Tue,12,3,48,Entertainment
3460,Thu,20,1,57,News & Politics
3461,Tue,20,3,68,Howto & Style
3462,Tue,8,3,22,Music
3463,Wed,2,2,62,People & Blogs
3464,Thu,17,1,54,Music
3465,Tue,23,3,67,Film & Animation
3466,Wed,17,2,64,News & Politics
3467,Tue,19,3,22,People & Blogs
3468,Wed,15,2,69,Entertainment
3469,Mon,20,4,45,Entertainment
3470,Tue,20,3,34,Comedy
3471,Wed,23,2,69,Entertainment
3472,Wed,6,2,44,Sports
3473,Mon,14,4,45,News & Politics
3474,Tue,14,3,23,Science & Technology
3475,Tue,15,3,91,Entertainment
3476,Tue,20,3,35,Entertainment
3477,Wed,16,2,73,Howto & Style
3478,Wed,18,2,38,People & Blogs
3479,Wed,3,2,80,Film & Animation
3480,Wed,0,2,77,People & Blogs
3481,Wed,5,2,80,Music
3482,Tue,6,3,39,Comedy
3483,Tue,18,3,51,People & Blogs
3484,Tue,4,3,52,Entertainment
3485,Mon,17,4,24,Comedy
3486,Tue,16,3,90,Howto & Style
3487,Tue,13,3,47,Entertainment
3488,Tue,14,3,49,Howto & Style
3489,Tue,19,3,39,Autos & Vehicles
3490,Mon,20,4,46,Pets & Animals
3491,Tue,17,3,72,Science & Technology
3492,Mon,21,4,29,Entertainment
3493,Mon,17,4,77,People & Blogs
3494,Mon,14,4,51,Music
3495,Mon,19,4,58,News & Politics
3496,Tue,15,3,54,Pets & Animals
3497,Mon,16,4,48,Entertainment
3498,Tue,5,3,47,Sports
3499,Tue,18,3,38,Entertainment
3500,Tue,17,3,30,Entertainment
3501,Tue,11,248,72,Howto & Style
3502,Mon,15,4,44,Music
3503,Wed,3,2,30,Howto & Style
3504,Mon,17,4,61,Autos & Vehicles
3505,Wed,0,2,62,News & Politics
3506,Wed,20,2,98,Entertainment
3507,Tue,6,3,69,Entertainment
3508,Mon,16,4,31,Education
3509,Mon,23,4,30,Entertainment
3510,Tue,0,3,30,Science & Technology
3511,Mon,19,4,65,Music
3512,Tue,18,3,38,Entertainment
3513,Mon,17,4,36,Entertainment
3514,Mon,3,4,36,Entertainment
3515,Mon,21,4,39,Comedy
3516,Mon,18,4,54,Comedy
3517,Mon,18,4,54,News & Politics
3518,Mon,5,4,64,Music
3519,Sun,15,5,22,Science & Technology
3520,Tue,15,3,64,Music
3521,Tue,17,3,66,Entertainment
3522,Tue,6,3,17,Entertainment
3523,Tue,20,3,12,Music
3524,Mon,18,4,21,Comedy
3525,Mon,15,4,59,Howto & Style
3526,Tue,11,3,38,Music
3527,Mon,17,4,21,Sports
3528,Tue,17,3,50,Music
3529,Mon,16,4,57,Comedy
3530,Mon,18,4,27,Comedy
3531,Wed,0,2,37,Comedy
3532,Tue,14,3,52,Science & Technology
3533,Mon,19,4,54,Howto & Style
3534,Tue,16,3,49,News & Politics
3535,Tue,16,3,42,Music
3536,Tue,5,3,78,Music
3537,Sun,21,5,74,Entertainment
3538,Tue,2,3,25,Film & Animation
3539,Tue,19,3,63,Music
3540,Sun,4,5,61,News & Politics
3541,Tue,14,3,51,Music
3542,Mon,3,4,80,Entertainment
3544,Mon,17,4,78,Science & Technology
3545,Sun,3,5,56,Music
3546,Tue,17,3,18,Sports
3547,Sun,13,5,74,News & Politics
3548,Tue,20,3,46,Science & Technology
3549,Mon,17,4,33,Science & Technology
3550,Sat,15,6,36,Comedy
3551,Sun,22,5,47,Howto & Style
3552,Tue,18,3,37,Howto & Style
3553,Sun,10,5,21,News & Politics
3554,Sat,19,6,30,Comedy
3555,Tue,10,3,73,News & Politics
3556,Mon,14,4,31,Howto & Style
3557,Sat,20,6,55,Comedy
3558,Sat,22,6,27,People & Blogs
3559,Sun,16,5,50,Science & Technology
3560,Tue,21,3,44,Film & Animation
3561,Mon,11,4,76,Sports
3562,Sat,19,6,56,Howto & Style
3563,Sat,17,6,47,Comedy
3564,Sat,19,6,27,Comedy
3565,Sat,21,6,58,Sports
3566,Mon,17,4,49,Howto & Style
3567,Sun,3,5,40,Entertainment
3568,Fri,19,7,85,Comedy
3569,Sat,18,6,46,Howto & Style
3570,Sat,21,6,41,Howto & Style
3571,Mon,20,4,63,Entertainment
3572,Sat,21,6,59,Comedy
3573,Sun,15,5,21,Comedy
3574,Fri,16,7,32,Music
3575,Sat,15,6,55,Entertainment
3576,Sat,18,6,79,Entertainment
3577,Sat,18,6,61,Music
3578,Fri,18,7,80,Comedy
3579,Fri,18,7,37,Autos & Vehicles
3580,Sat,22,6,86,Education
3581,Fri,9,7,53,Music
3582,Sat,17,6,61,Howto & Style
3583,Fri,21,7,21,Howto & Style
3584,Sun,19,5,74,People & Blogs
3585,Fri,11,7,71,Howto & Style
3586,Sat,20,6,48,Howto & Style
3587,Sun,1,5,59,Science & Technology
3588,Sun,16,5,42,News & Politics
3589,Thu,20,8,34,Music
3590,Sun,22,2203,62,Gaming
3591,Sat,2,6,77,Film & Animation
3592,Sat,22,2078,15,Entertainment
3593,Sun,6,12,26,Science & Technology
3594,Fri,16,7,38,Comedy
3595,Tue,4,2467,19,Education
3596,Thu,16,8,65,Howto & Style
3597,Fri,0,7,46,Music
3598,Fri,18,7,49,Science & Technology
3599,Fri,20,7,35,Sports
3600,Fri,15,1,33,Music
3601,Fri,16,1,42,Music
3602,Fri,16,1,81,News & Politics
3603,Fri,2,1,80,Comedy
3604,Fri,8,1,45,Entertainment
3605,Wed,13,3,55,Entertainment
3606,Fri,5,1,42,Entertainment
3607,Fri,16,1,37,Music
3608,Fri,5,1,89,Music
3609,Fri,0,1,57,Music
3610,Thu,22,2,55,Entertainment
3611,Fri,14,1,52,Entertainment
3612,Fri,4,1,50,Sports
3613,Fri,14,1,60,Entertainment
3614,Thu,14,2,38,News & Politics
3615,Thu,21,2,77,News & Politics
3616,Fri,14,1,53,Entertainment
3617,Fri,13,1,39,Music
3618,Fri,6,1,13,Entertainment
3619,Fri,5,1,49,Music
3620,Fri,16,1,79,Music
3622,Thu,16,2,72,News & Politics
3623,Fri,18,1,54,Entertainment
3624,Thu,13,2,52,News & Politics
3625,Fri,5,1,90,Music
3626,Fri,8,1,57,Howto & Style
3627,Thu,16,2,66,Howto & Style
3628,Wed,20,3,50,Entertainment
3629,Thu,21,2,46,Comedy
3630,Wed,23,3,42,Comedy
3631,Fri,7,1,35,People & Blogs
3632,Fri,5,1,39,Music
3633,Fri,15,1,42,Music
3634,Thu,16,2,32,Pets & Animals
3635,Thu,18,2,53,News & Politics
3636,Wed,23,3,20,Entertainment
3637,Fri,1,1,41,People & Blogs
3638,Thu,16,2,65,Entertainment
3639,Wed,20,3,18,Comedy
3640,Mon,0,1377,17,Comedy
3641,Thu,16,2,40,Autos & Vehicles
3642,Thu,0,2,72,Pets & Animals
3643,Thu,14,2,22,Education
3644,Wed,23,3,49,People & Blogs
3645,Wed,18,3,70,Entertainment
3646,Thu,16,2,70,Gaming
3647,Fri,11,1,45,Comedy
3648,Wed,12,3,42,Music
3649,Thu,18,2,20,Comedy
3650,Thu,2,2,39,Entertainment
3651,Fri,5,1,40,Music
3652,Thu,13,2,43,Science & Technology
3653,Thu,4,2,58,Comedy
3654,Thu,16,2,19,Music
3655,Fri,8,1,39,Music
3656,Thu,16,2,35,Music
3657,Tue,21,4,38,Science & Technology
3658,Wed,11,3,41,News & Politics
3659,Thu,2,2,79,People & Blogs
3660,Wed,7,3,66,Entertainment
3661,Wed,17,3,33,People & Blogs
3662,Wed,22,3,68,Music
3663,Thu,1,2,47,Entertainment
3664,Wed,22,3,58,Education
3665,Fri,0,1,21,Sports
3666,Wed,18,3,51,Entertainment
3667,Fri,12,1,20,News & Politics
3668,Thu,20,2,57,News & Politics
3669,Thu,3,2,48,Science & Technology
3670,Fri,16,1,25,Music
3671,Fri,5,1,47,Music
3672,Wed,21,3,54,Entertainment
3673,Thu,7,2,18,Sports
3674,Wed,2,3,53,Entertainment
3675,Wed,0,3,64,Entertainment
3676,Tue,21,4,54,Film & Animation
3677,Tue,16,4,72,Sports
3678,Wed,17,3,35,Howto & Style
3679,Wed,18,3,30,Comedy
3680,Wed,2,3,52,Sports
3681,Thu,18,2,37,Entertainment
3682,Tue,19,4,79,Entertainment
3683,Tue,18,4,26,Film & Animation
3684,Tue,17,4,51,Film & Animation
3685,Wed,13,3,53,People & Blogs
3686,Tue,20,4,68,Entertainment
3687,Tue,17,4,52,Comedy
3688,Wed,23,3,69,Entertainment
3689,Thu,20,2,42,News & Politics
3690,Thu,17,2,54,Music
3691,Wed,15,3,50,Entertainment
3692,Wed,19,3,45,People & Blogs
3693,Wed,15,3,69,Entertainment
3694,Thu,15,2,42,People & Blogs
3695,Wed,8,3,99,Film & Animation
3696,Tue,8,4,22,Music
3697,Tue,12,4,48,Entertainment
3698,Thu,16,2,25,Howto & Style
3699,Wed,2,3,62,People & Blogs
3700,Wed,17,3,64,News & Politics
3701,Tue,19,4,22,People & Blogs
3702,Wed,14,3,40,Film & Animation
3703,Mon,20,5,45,Entertainment
3704,Wed,3,3,80,Film & Animation
3705,Tue,23,4,67,Film & Animation
3706,Tue,20,4,68,Howto & Style
3707,Tue,15,4,91,Entertainment
3708,Mon,14,5,45,News & Politics
3709,Tue,20,4,34,Comedy
3710,Wed,5,3,80,Music
3711,Tue,18,4,51,People & Blogs
3712,Tue,20,4,35,Entertainment
3713,Wed,18,3,56,Music
3714,Wed,0,3,77,People & Blogs
3715,Wed,18,3,38,People & Blogs
3716,Tue,6,4,39,Comedy
3717,Tue,18,4,38,Entertainment
3718,Wed,16,3,73,Howto & Style
3719,Tue,14,4,23,Science & Technology
3720,Tue,19,4,39,Autos & Vehicles
3721,Tue,16,4,90,Howto & Style
3722,Tue,14,4,49,Howto & Style
3723,Mon,17,5,24,Comedy
3724,Tue,13,4,47,Entertainment
3725,Tue,4,4,52,Entertainment
3726,Mon,20,5,58,Pets & Animals
3727,Mon,19,5,65,Music
3728,Wed,3,3,30,Howto & Style
3729,Tue,15,4,54,Pets & Animals
3730,Mon,14,5,51,Music
3731,Mon,21,5,29,Entertainment
3732,Tue,0,4,30,Science & Technology
3733,Mon,17,5,77,People & Blogs
3734,Tue,18,4,38,Entertainment
3735,Tue,17,4,72,Science & Technology
3736,Mon,15,5,44,Music
3737,Tue,16,4,49,News & Politics
3738,Tue,15,4,64,Music
3739,Tue,14,4,52,Science & Technology
3740,Wed,0,3,62,News & Politics
3741,Tue,20,4,12,Music
3742,Wed,20,3,98,Entertainment
3743,Tue,17,4,30,Entertainment
3744,Tue,17,4,66,Entertainment
3745,Tue,11,249,72,Howto & Style
3746,Mon,17,5,61,Autos & Vehicles
3747,Tue,16,4,66,News & Politics
3748,Mon,18,5,21,Comedy
3749,Mon,23,5,30,Entertainment
3750,Mon,16,5,31,Education
3751,Wed,0,3,37,Comedy
3752,Mon,17,5,36,Entertainment
3753,Tue,6,4,69,Entertainment
3754,Mon,5,5,64,Music
3755,Tue,17,4,50,Music
3756,Mon,21,5,39,Comedy
3757,Mon,18,5,54,Comedy
3758,Mon,16,5,57,Comedy
3759,Mon,19,5,54,Howto & Style
3760,Tue,6,4,17,Entertainment
3761,Tue,5,4,78,Music
3762,Mon,15,5,59,Howto & Style
3763,Mon,3,5,36,Entertainment
3764,Tue,2,4,25,Film & Animation
3765,Sun,15,6,22,Science & Technology
3766,Tue,20,4,46,Science & Technology
3767,Tue,11,4,38,Music
3768,Tue,16,4,42,Music
3769,Wed,3,3,40,Entertainment
3770,Tue,19,4,63,Music
3771,Mon,18,5,27,Comedy
3772,Mon,17,5,78,Science & Technology
3773,Tue,14,4,51,Music
3774,Tue,10,4,73,News & Politics
3775,Mon,3,5,80,Entertainment
3777,Sun,13,6,74,News & Politics
3778,Sun,21,6,74,Entertainment
3779,Mon,17,5,33,Science & Technology
3780,Tue,18,4,37,Howto & Style
3781,Tue,21,4,44,Film & Animation
3782,Mon,14,5,31,Howto & Style
3783,Sun,4,6,61,News & Politics
3784,Tue,23,256,39,Film & Animation
3785,Sun,3,6,56,Music
3786,Sun,16,6,50,Science & Technology
3787,Tue,17,4,18,Sports
3788,Mon,11,5,76,Sports
3789,Sat,15,7,36,Comedy
3790,Sun,22,6,47,Howto & Style
3791,Sat,19,7,30,Comedy
3792,Sun,10,6,21,News & Politics
3793,Sun,3,6,40,Entertainment
3794,Sat,20,7,55,Comedy
3795,Mon,17,5,49,Howto & Style
3796,Sat,21,7,58,Sports
3797,Mon,19,5,65,Film & Animation
3798,Sat,19,7,56,Howto & Style
3799,Sat,17,7,47,Comedy
3800,Sat,18,1,41,Howto & Style
3801,Fri,15,2,33,Music
3802,Sat,18,1,46,Entertainment
3803,Sun,5,0,37,Entertainment
3804,Fri,16,2,42,Music
3805,Sat,15,1,29,News & Politics
3806,Sat,19,1,57,Howto & Style
3807,Sat,8,1,64,Entertainment
3808,Fri,16,2,37,Music
3809,Fri,13,2,71,Entertainment
3810,Fri,8,2,45,Entertainment
3811,Fri,2,2,80,Comedy
3812,Fri,16,2,79,Music
3813,Fri,5,2,89,Music
3814,Fri,14,2,60,Entertainment
3815,Fri,13,2,39,Music
3816,Fri,19,2,19,People & Blogs
3817,Fri,14,2,52,Entertainment
3818,Wed,13,4,55,Entertainment
3819,Fri,9,2,47,Film & Animation
3820,Sat,19,1,32,Howto & Style
3821,Fri,0,2,57,Music
3822,Thu,21,3,77,News & Politics
3823,Fri,14,2,53,Entertainment
3824,Fri,14,2,30,News & Politics
3825,Fri,22,2,67,Entertainment
3826,Thu,22,3,55,Entertainment
3827,Fri,18,2,54,Entertainment
3828,Sat,17,1,46,Entertainment
3829,Sat,18,1,29,Film & Animation
3830,Fri,18,2,21,Music
3831,Fri,4,2,50,Sports
3832,Thu,14,3,38,News & Politics
3833,Fri,6,2,13,Entertainment
3834,Fri,5,2,49,Music
3835,Sat,14,1,60,Sports
3836,Fri,5,2,90,Music
3837,Fri,7,2,35,People & Blogs
3838,Fri,8,2,57,Howto & Style
3839,Fri,5,2,39,Music
3840,Thu,16,3,72,News & Politics
3841,Sat,18,1,32,People & Blogs
3843,Fri,18,2,34,Entertainment
3844,Sat,18,1,42,People & Blogs
3845,Fri,8,2,20,Music
3846,Fri,15,2,42,Music
3847,Fri,11,2,45,Comedy
3848,Thu,21,3,46,Comedy
3849,Thu,16,3,66,Howto & Style
3850,Wed,20,4,50,Entertainment
3851,Thu,16,3,65,Entertainment
3852,Thu,16,3,32,Pets & Animals
3853,Fri,5,2,40,Music
3854,Thu,16,3,70,Gaming
3855,Wed,23,4,20,Entertainment
3856,Fri,19,2,23,Music
3857,Fri,5,2,36,Music
3858,Wed,23,4,42,Comedy
3859,Thu,14,3,22,Education
3860,Thu,16,3,40,Autos & Vehicles
3861,Thu,16,3,19,Music
3862,Wed,20,4,18,Comedy
3863,Fri,8,2,39,Music
3864,Thu,0,3,72,Pets & Animals
3865,Wed,12,4,42,Music
3866,Thu,18,3,20,Comedy
3867,Wed,23,4,49,People & Blogs
3868,Thu,13,3,43,Science & Technology
3869,Thu,4,3,58,Comedy
3870,Thu,2,3,39,Entertainment
3871,Thu,16,3,35,Music
3872,Wed,11,4,41,News & Politics
3873,Thu,18,3,53,News & Politics
3874,Tue,21,5,38,Science & Technology
3875,Thu,2,3,79,People & Blogs
3876,Wed,7,4,66,Entertainment
3877,Wed,17,4,33,People & Blogs
3878,Wed,22,4,68,Music
3879,Fri,5,2,47,Music
3880,Thu,1,3,47,Entertainment
3881,Thu,3,3,48,Science & Technology
3882,Wed,22,4,58,Education
3883,Thu,7,3,18,Sports
3884,Thu,20,3,57,News & Politics
3885,Wed,21,4,54,Entertainment
3886,Wed,18,4,70,Entertainment
3887,Fri,16,2,25,Music
3888,Wed,0,4,64,Entertainment
3889,Wed,2,4,53,Entertainment
3890,Tue,21,5,54,Film & Animation
3891,Tue,16,5,72,Sports
3892,Thu,17,3,54,Music
3893,Wed,17,4,35,Howto & Style
3894,Thu,18,3,37,Entertainment
3895,Wed,2,4,52,Sports
3896,Wed,18,4,30,Comedy
3897,Wed,18,4,51,Entertainment
3898,Thu,15,3,42,People & Blogs
3899,Tue,17,5,52,Comedy
3900,Tue,19,5,79,Entertainment
3901,Tue,18,5,26,Film & Animation
3902,Tue,17,5,51,Film & Animation
3903,Tue,20,5,68,Entertainment
3904,Wed,23,4,69,Entertainment
3905,Wed,19,4,62,Entertainment
3906,Wed,17,4,64,News & Politics
3907,Wed,14,4,40,Film & Animation
3908,Wed,15,4,69,Entertainment
3909,Wed,19,4,45,People & Blogs
3910,Wed,15,4,50,Entertainment
3911,Wed,8,4,99,Film & Animation
3912,Wed,23,4,45,Music
3913,Tue,8,5,22,Music
3914,Wed,18,4,56,Music
3915,Thu,20,3,42,News & Politics
3916,Wed,2,4,62,People & Blogs
3917,Thu,16,3,58,Howto & Style
3918,Tue,12,5,48,Entertainment
3919,Wed,3,4,80,Film & Animation
3920,Tue,19,5,22,People & Blogs
3921,Tue,20,5,34,Comedy
3922,Tue,23,5,67,Film & Animation
3923,Tue,15,5,91,Entertainment
3924,Wed,5,4,80,Music
3925,Tue,20,5,17,Music
3926,Tue,20,5,35,Entertainment
3927,Mon,20,6,45,Entertainment
3928,Thu,0,3,25,Howto & Style
3929,Sat,19,8,50,Gaming
3930,Thu,16,3,25,Howto & Style
3931,Tue,20,5,68,Howto & Style
3932,Wed,0,4,77,People & Blogs
3933,Mon,14,6,45,News & Politics
3934,Tue,17,5,30,Entertainment
3935,Wed,18,4,38,People & Blogs
3936,Tue,19,5,39,Autos & Vehicles
3937,Tue,6,5,39,Comedy
3938,Tue,18,5,38,Entertainment
3939,Tue,14,5,49,Howto & Style
3940,Tue,14,5,23,Science & Technology
3941,Tue,16,5,90,Howto & Style
3942,Tue,15,5,54,Pets & Animals
3943,Tue,13,5,47,Entertainment
3944,Thu,17,3,45,News & Politics
3945,Tue,4,5,52,Entertainment
3946,Mon,20,6,58,Pets & Animals
3947,Mon,17,6,24,Comedy
3948,Thu,11,3,40,Comedy
3949,Wed,3,4,30,Howto & Style
3950,Wed,20,4,98,Entertainment
3951,Mon,19,6,58,News & Politics
3952,Tue,15,5,64,Music
3953,Mon,19,6,65,Music
3954,Tue,18,5,38,Entertainment
3955,Mon,15,6,44,Music
3956,Mon,14,6,51,Music
3957,Tue,17,5,72,Science & Technology
3958,Mon,21,6,29,Entertainment
3959,Tue,11,250,72,Howto & Style
3960,Tue,16,5,49,News & Politics
3961,Mon,16,6,48,Entertainment
3962,Tue,20,5,12,Music
3963,Mon,17,6,36,Entertainment
3964,Tue,17,5,66,Entertainment
3965,Mon,17,6,77,People & Blogs
3966,Tue,20,5,46,Science & Technology
3967,Mon,18,6,21,Comedy
3968,Mon,17,6,61,Autos & Vehicles
3969,Wed,0,4,37,Comedy
3970,Mon,19,6,54,Howto & Style
3971,Mon,5,6,64,Music
3972,Mon,23,6,30,Entertainment
3973,Tue,6,5,69,Entertainment
3974,Tue,17,5,50,Music
3975,Mon,16,6,31,Education
3976,Mon,18,6,54,Comedy
3977,Mon,21,6,39,Comedy
3978,Tue,0,5,30,Science & Technology
3979,Mon,16,6,57,Comedy
3980,Tue,5,5,78,Music
3981,Tue,6,5,17,Entertainment
3982,Tue,14,5,52,Science & Technology
3983,Mon,3,6,36,Entertainment
3984,Mon,15,6,59,Howto & Style
3985,Wed,3,4,40,Entertainment
3986,Tue,2,5,25,Film & Animation
3987,Sun,15,7,22,Science & Technology
3988,Tue,11,5,38,Music
3989,Tue,16,5,42,Music
3990,Tue,19,5,63,Music
3991,Mon,18,6,27,Comedy
3992,Tue,10,5,73,News & Politics
3993,Mon,17,6,78,Science & Technology
3994,Tue,14,5,51,Music
3996,Sun,21,7,74,Entertainment
3997,Sun,4,7,61,News & Politics
3998,Mon,3,6,80,Entertainment
3999,Mon,17,6,33,Science & Technology
4000,Sun,5,1,37,Entertainment
4001,Sun,8,1,48,Howto & Style
4002,Sun,14,1,26,Comedy
4003,Sun,19,1,84,Entertainment
4004,Sun,19,1,36,Science & Technology
4005,Sat,18,2,46,Entertainment
4006,Sun,2,1,95,Sports
4007,Sun,15,1,34,Education
4008,Sat,18,2,41,Howto & Style
4009,Sun,11,1,58,Entertainment
4010,Sat,15,2,29,News & Politics
4011,Sun,14,1,32,Entertainment
4012,Fri,15,3,33,Music
4013,Sat,18,2,31,Comedy
4014,Fri,16,3,42,Music
4015,Sat,16,2,45,People & Blogs
4016,Sat,17,2,42,Comedy
4017,Sat,14,2,100,Travel & Events
4018,Sat,15,2,30,Education
4019,Sat,8,2,93,Entertainment
4020,Sat,21,2,54,People & Blogs
4021,Sat,19,2,57,Howto & Style
4022,Fri,13,3,71,Entertainment
4023,Fri,16,3,37,Music
4024,Sat,14,2,60,Sports
4025,Sat,20,2,12,Science & Technology
4026,Sat,19,2,57,Entertainment
4027,Sat,18,2,42,People & Blogs
4028,Fri,16,3,79,Music
4029,Sat,22,2,18,Science & Technology
4030,Fri,8,3,45,Entertainment
4031,Fri,13,3,39,Music
4032,Fri,22,3,67,Entertainment
4033,Fri,2,3,80,Comedy
4034,Fri,19,3,19,People & Blogs
4035,Fri,5,3,89,Music
4036,Fri,9,3,47,Film & Animation
4037,Sat,19,2,67,Sports
4038,Fri,14,3,52,Entertainment
4039,Fri,0,3,57,Music
4040,Sat,17,2,46,Entertainment
4041,Thu,21,4,77,News & Politics
4042,Sat,20,2,86,Sports
4043,Wed,13,5,55,Entertainment
4044,Fri,5,3,49,Music
4045,Sat,19,2,32,Howto & Style
4046,Fri,14,3,30,News & Politics
4047,Fri,14,3,53,Entertainment
4048,Sun,18,1,63,Sports
4049,Fri,18,3,21,Music
4050,Fri,18,3,34,Entertainment
4051,Fri,18,3,54,Entertainment
4052,Thu,22,4,55,Entertainment
4053,Sat,18,2,32,People & Blogs
4054,Fri,5,3,90,Music
4055,Sat,18,2,29,Film & Animation
4056,Sat,17,2,97,Entertainment
4057,Fri,4,3,50,Sports
4058,Thu,14,4,38,News & Politics
4059,Fri,13,3,80,Entertainment
4060,Fri,7,3,35,People & Blogs
4061,Fri,6,3,13,Entertainment
4062,Fri,11,3,45,Comedy
4063,Fri,8,3,57,Howto & Style
4064,Fri,17,3,46,Comedy
4065,Fri,5,3,39,Music
4066,Thu,16,4,72,News & Politics
4067,Fri,15,3,42,Music
4069,Thu,16,4,66,Howto & Style
4070,Thu,16,4,70,Gaming
4071,Thu,21,4,46,Comedy
4072,Thu,10,4,11,Music
4073,Thu,16,4,65,Entertainment
4074,Fri,5,3,40,Music
4075,Wed,20,5,50,Entertainment
4076,Thu,16,4,32,Pets & Animals
4077,Fri,5,3,36,Music
4078,Wed,23,5,20,Entertainment
4079,Wed,23,5,42,Comedy
4080,Fri,19,3,23,Music
4081,Thu,16,4,40,Autos & Vehicles
4082,Thu,14,4,30,Education
4083,Thu,0,4,72,Pets & Animals
4084,Fri,5,3,47,Music
4085,Thu,15,4,51,Education
4086,Fri,8,3,39,Music
4087,Thu,18,4,47,Sports
4088,Wed,20,5,18,Comedy
4089,Wed,12,5,42,Music
4090,Wed,22,5,68,Music
4091,Thu,18,4,20,Comedy
4092,Thu,13,4,43,Science & Technology
4093,Wed,23,5,49,People & Blogs
4094,Thu,2,4,39,Entertainment
4095,Fri,16,3,25,Music
4096,Thu,4,4,58,Comedy
4097,Thu,14,4,22,Education
4098,Tue,21,6,38,Science & Technology
4099,Thu,2,4,79,People & Blogs
4100,Thu,18,4,53,News & Politics
4101,Wed,11,5,41,News & Politics
4102,Wed,17,5,33,People & Blogs
4103,Thu,1,4,47,Entertainment
4104,Wed,22,5,58,Education
4105,Thu,16,4,35,Music
4106,Thu,16,4,19,Music
4107,Fri,5,3,48,Music
4108,Wed,21,5,54,Entertainment
4109,Wed,7,5,66,Entertainment
4110,Thu,3,4,48,Science & Technology
4111,Wed,0,5,64,Entertainment
4112,Mon,17,1820,36,Education
4113,Thu,20,4,57,News & Politics
4114,Wed,2,5,53,Entertainment
4115,Tue,21,6,54,Film & Animation
4116,Wed,18,5,70,Entertainment
4117,Thu,18,4,37,Entertainment
4118,Wed,2,5,52,Sports
4119,Wed,14,5,40,Film & Animation
4120,Thu,17,4,54,Music
4121,Wed,17,5,35,Howto & Style
4122,Tue,20,6,68,Entertainment
4123,Thu,7,4,18,Sports
4124,Wed,23,5,69,Entertainment
4125,Tue,18,6,26,Film & Animation
4126,Tue,17,6,51,Film & Animation
4127,Tue,19,6,79,Entertainment
4128,Wed,19,5,45,People & Blogs
4129,Thu,1,4,29,Film & Animation
4130,Wed,15,5,69,Entertainment
4131,Wed,18,5,30,Comedy
4132,Thu,15,4,42,People & Blogs
4133,Wed,15,5,50,Entertainment
4134,Wed,18,5,51,Entertainment
4135,Thu,16,4,58,Howto & Style
4136,Tue,8,6,22,Music
4137,Wed,2,5,62,People & Blogs
4138,Tue,16,6,19,Entertainment
4139,Tue,7,27,53,People & Blogs
4140,Wed,23,5,45,Music
4141,Wed,3,5,80,Film & Animation
4142,Tue,12,6,48,Entertainment
4143,Thu,20,4,42,News & Politics
4144,Tue,19,6,22,People & Blogs
4145,Wed,5,5,80,Music
4146,Wed,8,5,99,Film & Animation
4147,Tue,20,6,35,Entertainment
4148,Wed,19,5,62,Entertainment
4149,Mon,20,7,45,Entertainment
4150,Wed,17,5,64,News & Politics
4151,Wed,0,5,77,People & Blogs
4152,Mon,14,7,45,News & Politics
